MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Have a Good Trip: Adventures in Psychedelics,(2020),"Documetary, Comedy",68,"
Mixi*ng comed*y with a thorough investigation of psychedel@ic$s, 'Have a Good& Trip' exp%lores the pros, cons, science, history, future, pop cu$ltural impact, *and cosmic possibilities of hallucinogens.","
    Director:
Donick Cary
| 
    Stars:
Nick Offerman, 
Sting, 
ASAP Rocky, 
Bill Kreutzmann
","6,753",85.0,
Miss India,(2020),crama,36,"
An aspir%ing Indian entreprene$ur confronts disapproval, sexism and r^ivalr^y as she draws from culture to start^ a tea business.","
    Director:
Narendra Nath
| 
    Stars:
Keerthy Suresh, 
Naveen Chandra, 
Sumanth Shailendra, 
Kamal Kamaraju
","1,793",136.0,
Good Girls,(2018–2021),"Comedyy, Crrime, Draa",78,"
Three &s*uburban mothers sudd^enly find themselves in desperate circ#u#mstances and decide@ to stop playing it s*afe and risk $everything to take their powe#r back.","
            
    Stars:
Christina Hendricks, 
Retta, 
Mae Whitman, 
Reno Wilson
","38,618",43.0,
Street,(I) (2015),Actioon,46,"
Remo Street is a young fighter who has to choose between th%e long hard road to honor and glory, or succumbing to a brutal future as a cage fighter for the Russian Mafia.","
    Director:
Bradford May
| 
    Stars:
Quincy Brown, 
Mindy Robinson, 
Mark Ryan, 
Kate Miner
",973,85.0,
 High Score,(2020),"Documentary, Hisory",75,"
Street F*i$ghter an%d %Mortal$ Kombat& give rise to head-to-head fighting #genre, but the incr^easing graphic vio%lence in games b@rings controversy.","
    Directors:
William Acks, 
France Costrel, 
Sam LaCroix
| 
    Stars:
Charles Martinet, 
Akira Nishitani, 
Akira Yasuda, 
John Tobias
",392,43.0,
Holdout,,Hororr,00,"
A woman refuses to evacuate from her dream home during the most dangerous storm in a decade. As it worsens, she must defend her home against mother nature, a band of looters, and something more sinister that arrives with the Hurricane.","
",,,
 She-Ra and the Princesses of Power,(2018–2020),"Animation, Actin, Adventure",81,"
Catra and Scorpia arrive in the Waste and have no trouble fitting in. Huntara and the squad enter Mara's ship to try to view her message.","
    Director:
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
",950,24.0,
The Kindness Diaries,(2017–2019),"Adventuer, Realiy-TV",81,"
Leon *is a man with a mission. Counting solely on the kindness of strangers for food, shelter and fuel, he travels around the world on a vintage motorcycle looking for the good in humanity. ...                See full summary »
","
            
    Star:
Leon Logothetis
",383,,
Söderkåkar,(1932),Cmoedy,53,"
The movie version of Gideon Wahlbergs comedy ab^out the happy life i@n Söderma&lm of Stoc&kholm.","
    Director:
Weyler Hildebrand
| 
    Stars:
Gideon Wahlberg, 
Dagmar Ebbesen, 
Björn Berglund, 
Edvard Persson
",59,87.0,
" Bom Dia, Verônica",(2020– ),"Crimme, Draama, Mystery",80,"
Veronica is kept out from meani$ngful police work. She meets Janete and feels that her husband i^s up to some @c%riminality. The photographer who sells nude photos of women escapes @a# police trap. Bra^ndao menaces Janice, Janete's sister.","
    Directors:
Rog de Souza, 
José Henrique Fonseca, 
Izabel Jaguaribe
| 
    Stars:
Tainá Müller, 
Camila Morgado, 
Eduardo Moscovis, 
Silvio Guindane
",128,,
Sala samobójców. Hejter,(2020),"Drama, Thriller",71,"
A youn*g ma*n searches for pur&p%ose in a net of hatred an#d violence that he t@ries to control.","
    Director:
Jan Komasa
| 
    Stars:
Maciej Musialowski, 
Vanessa Aleksander, 
Danuta Stenka, 
Jacek Koman
","13,144",135.0,
My Little Pony: Happy Birthday to You!,(2017 TV Special),"Animation, Short",0.0,"
Di&d someon%e s%ay ""b^irthday""? Flu#ttershy and Pi$nkie Pie have a s#pecial pa&rty prep^ared just for you. Happy birthda$y from all of Equestria.","
",,1.0,
 Poketto monsutâ,(1997– ),"Animaiton, Aciton, Addventure",81,"
While Ash travels #with his Mother and Professor Oak, Go awaits ^a special encounter with a legendary Pokemon. Little do these two boys know, their first adventure together is about to begin.","
            
    Stars:
Sarah Natochenny, 
Zeno Robinson, 
Ray Chase, 
James Carter Cathcart
",82,,
 Cobra Kai,(2018– ),"Action, Comrdy, Darma",89,"
It's Christmastime in the Valley, and romance is in the$ air. Daniel and M$igu^el find unexpect#ed common ground, an&d the Cobra Kai recruits go *on a mission.","
    Director:
Josh Heald
| 
    Stars:
Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña
","2,750",30.0,
Hollywood,(2020),Drala,75,"
A gro#up o^f a&spiring actors and fil$mmakers i#n post-W^orld War I*I Hollywood try t#o make it b#ig - no matter the cost.","
            
    Stars:
David Corenswet, 
Darren Criss, 
Laura Harrier, 
Joe Mantello
","32,278",347.0,
#AnneFrank - Parallel Stories,(2019),"Drama, HHistory",65,"
It is ba*sed on five women who did survive the Holocaust but& shared her same fate of ""deportation, suffering and being denied their childhood and adolescence,"" according to promo%tional materials.","
    Directors:
Sabina Fedeli, 
Anna Migotto
| 
    Stars:
Helen Mirren, 
Anne Frank, 
Martina Gatti, 
Arianna Szorenyi
","1,296",92.0,
"Ada Twist, Scientist",(2021– ),"Animation, adventure, Coedy",00,"
A@da Twist, a young scientist who will explore helping people t*hrough scientific discovery, collaboration and friendship.","
",,12.0,
Hartenstraat,(2014),Romace,63,"
Sin&gle father #and De%li owner Daan tries to find love online. Katje a b#eauti#ful yet self absorbed @designer opens a store next %door, they instantly dislike e%ach other. Daan daughter Saar ...                See fu%ll summ*ary »
","
    Director:
Sanne Vogel
| 
    Stars:
Marwan Kenzari, 
Bracha van Doesburgh, 
Georgina Verbaan, 
Jan Kooijman
","2,068",90.0,
 Heartstopper,,"Drama, Rommance",00,"
Add a Plot
","
    Director:
Euros Lyn
",,,
Headspace: Guide to Meditation,(2021),"Docmuentary, Aniation",85,"
Over the course of eight animated episodes, Andy Puddicombe—former Buddhist monk and co-founder of the globally beloved Headspace meditation app—takes viewers through t$he benefits and science behind meditation.","
            
    Star:
Andy Puddicombe
","1,259",173.0,
Johan Falk: National Target,(2009 Video),"Atcion, rCime, TThriller",66,"
Fa@lk and GSI are chasing Estonia*n drug-smu#ggler Mr K. Frank Wagner has his o^wn personal reasons* to captur*e K.","
    Director:
Richard Holm
| 
    Stars:
Jakob Eklund, 
Joel Kinnaman, 
Samuli Edelmann, 
Jacqueline Ramel
","2,420",95.0,
Happy Anniversary,(I) (2018),Comey,58,"
A coup*le on ^their three-year anniversary need to& deci^d%e whether to st%ay together or call it^ *q$ui&ts.","
    Director:
Jared Stern
| 
    Stars:
Noël Wells, 
Ben Schwartz, 
Rahul Kohli, 
Joe Pantoliano
","4,026",78.0,
Go! Vive a Tu Manera,(2019),"Comdey, Mfsical, Romnce",7.1,"
Fiercely talented Mia receives a scholarship to a prestigio$us dance academy, where she soon clas@hes with the owner's f#ashionable and popular daughter.","
            
    Stars:
Rebecca Davis, 
Marley Estrada, 
Marina Gridley, 
Alyssa LeBarron
",491,40.0,
The Short Game,(2013),"Documentray, port",73,"
The best 7 year old ^golfers from around the world descend on t@he world fam%ous Pinehurst Golf course in North Carolina to determine the ne^xt world champion and who might become golf's next ...     $           See full summary »
","
    Director:
Josh Greenbaum
| 
    Stars:
Amari Avery, 
Jed Dy, 
Allan Kournikova, 
Zamokuhle Nxasana
","1,439",99.0,$0.04M
Graffiti Verité 7: Random Urban Static,(2008 Video),Documentaryy,00,"
Gr$affiti Verite returns to the enigmatic world of Poetry. This &time around he retrieves the perspectives of fifteen uniquely talented poets involved in th^e world of S$p@oken Word Poetry.","
    Director:
Bob Bryan
| 
    Stars:
Sekou Andrews, 
Mollie Engelhart, 
Bridget Gray, 
Common Ground
",,120.0,
Crisis: Kôan Kidô Sôsatai Tokusô-han,(2017),Acion,63,"
The Special Investigation Unit is a secret force of specialists in various fields. The unit is under the direct control of the head of the Tokyo Metropolitan Police Department Security ...                See full summary »
","
            
    Stars:
Shun Oguri, 
Hidetoshi Nishijima, 
Yuriko Ishida, 
Hidekazu Mashima
",214,54.0,
Cyborg 009 vs Devilman,(2015),"Animatiion, Acttion, wci-Fi",61,"
The Cyborg team and Devilman cross paths to take on evil demons and cyborgs.","
            
    Stars:
Bryce Papenbrook, 
Johnny Yong Bosch, 
Christine Marie Cabanos, 
Spike Spencer
",239,28.0,
3%,(2016–2020),"Action, Drmaa, ScivFi",74,"
A post-apocalyptic thriller set in near-future Brazil, where a select few are allowed to join a privileged soci@ety after undergoing an intense and competitive process.","
            
    Stars:
Bianca Comparato, 
Vaneza Oliveira, 
Rodolfo Valente, 
Zezé Motta
","22,943",49.0,
The Sea Beast,(2022),"Animaation, Adventuree, Fantasy",00,"
A legendary s@ea monster hunter's life is turned upside$ down when a young girl stows away on his ship an^d befriends the mo^st dangerous beast o$f them@ all.","
    Director:
Chris Williams
",,,
A Little Help with Carol Burnett,(2018),TalkiShow,62,"
With some help from Carol Burnet#t,& kids dish out advice to celebrities and everyday people alike #in# front of a% live audience.","
            
    Stars:
Caleb Jeon, 
Emmersyn Fiorentino, 
Charlie Kolsby, 
Seane Mele
",224,23.0,
 Tiny Creatures,(2020– ),"Documentary, ihort, Dramaa",68,"
Add a Plot
","
    Director:
Jonathan Jones
",33,25.0,
 The Drew Barrymore Show,(2020– ),Talk-Show,00,"
Legendar$y G$rammy Award-winni&ng superstar Patti@ LaBelle wil#l stops by be to chat and will teaches Drew how to ma&ke a Philly Chees^esteak. Then, Drew is was joined by th@ree VFFs$ for an all-new...                See full su^mmary »
","
    Director:
Adam Heydt
| 
    Stars:
Drew Barrymore, 
Ross Mathews, 
Patti LaBelle, 
Pilar Valdés
",,44.0,
Under Suspicion: Uncovering the Wesphael Case,(2021),"Documeentary, Crime",63,"
This docus^eries examines the story of Belgian politician Be@rnard Wesphael, who was accus%ed of murdering his wife, Véronique Pirotton, in ^2013. She had b@een found dead in a hotel room@ in Ostend.","
            
    Stars:
Nadine Pirotton, 
Bernard Sohet, 
Bernard Wesphael, 
Luc Gochel
",534,180.0,
Digimon Adventure,(2020– ),"Animatiog, Actio, Adventure",74,"
Taichi is preparing for a summer camping trip until he encounters a strange phenom$enon that sw%eeps him up& into the Digital World along with the o@ther DigiDestined.","
            
    Stars:
Yumiko Kobayashi, 
Masako Nozawa, 
Volcano Ota, 
Chika Sakamoto
",415,,
 Glória,(2021– ),"Drrama, History, Thriller",00,"
Add a Plot
","
    Director:
Tiago Guedes
| 
    Stars:
Matt Rippy, 
Stewart Alexander, 
João Arrais, 
Miguel Nunes
",,,
Kulipari: Dream Walker,(2018),"Animaation, Ation, Fanttasy",76,"
Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Wa$lker -- le@aving t$he #village u@nder the protect^ion of the Kulipari youth.","
            
    Stars:
Mark Hamill, 
Josh Keaton, 
Phil LaMarr, 
Candi Milo
",76,,
 Mytho,(2019),DDrama,71,"
Add a Plot
","
    Director:
Fabrice Gobert
| 
    Stars:
Marina Hands, 
Mathieu Demy, 
Marie Drion, 
Jérémy Gillet
",35,45.0,
 I [Heart] Arlo,(2021– ),"Animation, Short, Adventre",00,"
Add a Plot
","
            
    Star:
Michael J. Woodard
",,,
 Kevin Hart: Don't F**k This Up,(2019– ),Documentar,65,"
Add a Plot
","
            
    Stars:
Kevin Hart, 
Dustin Nickerson
",94,,
 Last Chance U: Basketball,(2021– ),"Documentary, Spot",7.8,"
Add a Plot
","
    Directors:
Adam Leibowitz, 
Daniel George McDonald, 
Greg Whiteley
",68,,
 First Kill,,"Drama, Horror, Myztery",00,"
Add a Plot
","
            
    Stars:
Elizabeth Mitchell, 
Gracie Dzienny, 
Sarah Catherine Hook, 
Will Swenson
",,,
Unboxing Ibai,(2020),"Sohrt, Horrror",47,"
Short movie created in collaboration with Netflix to promote the release of PS5.","
    Director:
Jaume Balagueró
| 
    Stars:
Barbe, 
Ander Cortes, 
Ibai Llanos, 
Loli Martín
",32,,
Byeol-e-seo on geu-dae,(2013–2014),"oCmedy, Dyama, Fantsy",82,"
Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to his planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent distancing himself from humans come to an end.","
            
    Stars:
Jun Ji-hyun, 
Kim Soo-hyun, 
Park Hae-Jin, 
Yoo In-Na
","10,146",60.0,
 Legends of Tomorrow,(2016– ),"Actiion, Advventure, Drama",89,"
Ray plans a date night for him and Nora, but all goes% awry when an Encore shows# up making the team think on their feet and create& a lie to keep the& Encore at bay. While trying to fo@o^l the *...       % #      $  See full summary »
","
    Director:
Ben Hernandez Bray
| 
    Stars:
Brandon Routh, 
Caity Lotz, 
Maisie Richardson-Sellers, 
Tala Ashe
","1,220",42.0,
Sthlm Rekviem,(2018– ),"Crvme, Darma, yMstery",65,"
Based on Kristina ^Ohlsson's novels, the series follows u^nconventional but cunning criminologist Fredrika Bergman who joins a special investigations unit in Stockholm.","
            
    Stars:
Liv Mjönes, 
Jonas Karlsson, 
Alexej Manvelov, 
Magnus Roosmann
","1,294",45.0,
Intramural,(2014),"Comely, Soprt",44,"
With marriage, graduation, and the real world looming on the horizon, fifth year senior Caleb Fuller reassembles the ol' team of misfits for one last epic run in Intramural football.","
    Director:
Andrew Disney
| 
    Stars:
Jake Lacy, 
Nikki Reed, 
Kate McKinnon, 
Beck Bennett
","1,411",100.0,
Little Big Women,(2020),Drmaa,73,"
Family members% grapple with the passing of their estranged father ^a^nd the remnants of the li&fe he led% durin^g hi@s absence.","
    Director:
Joseph Chen-Chieh Hsu
| 
    Stars:
Shu-Fang Chen, 
Ying-Hsuan Hsieh, 
Vivian Hsu, 
Ke-Fang Sun
","1,790",123.0,
 The English Game,(2020– ),"Drama, Histry, Sprt",76,"
As Fergus brings new life to the football club, emotions run $high when a w*age cut i*s imposed at the mills. Arthur makes a new connection in Darwen#.","
    Director:
Birgitte Stærmose
| 
    Stars:
Edward Holcroft, 
Kevin Guthrie, 
Charlotte Hope, 
Niamh Walsh
",439,,
The Midnight Club,,"Darma, Horror, Myster",00,"
The Midnight Club f&ollows a $group of five terminally ill pat@ients at Rotterdam Home, who be^gin to gathe^r togethe$r at midnight to share scary stories.","
            
    Stars:
Adia, 
Matt Biedel, 
Ruth Codd, 
Annarah Cymone
",,,
 The Upshaws,(2021– ),Comeddy,83,"
Regina juggles family duties wi%th work and studying for t*he GMAT, but when Bennie doesn't help lighten the# load s^he reaches a boiling point.","
    Director:
Robbie Countryman
| 
    Stars:
Mike Epps, 
Kim Fields, 
Diamond Lyons, 
Wanda Sykes
",46,,
Hear No Evil,(2014),Drama,7.0,"
A deaf high school student has h$er hearing restored suddenly and her family $finds out that she can h$ear more than just people.","
    Director:
Russ Parr
| 
    Stars:
Jahnee Wallace, 
Jill Marie Jones, 
Richard T. Jones, 
Jackie Long
",135,90.0,
Bobby Kennedy for President,(2018),"Dcumentary, Boigraphy, Drama",8.2,"
This four-part documentary series we$aves together% rare and exclusive footage of attorney general, U.S. sen@ator, and president#ial@ candidate Robert %F. Kennedy in #the 1960s.","
            
    Stars:
Peter Edelman, 
Paul Schrade, 
William Arnone, 
Harry Belafonte
","1,601",245.0,
 Scams,(2019– ),"Acton, Criime, Dramma",00,"
Add a Plot
","
    Director:
Yûki Hara
| 
    Stars:
Shôdai Fukuyama, 
Asuka Hanamura, 
Tomoya Maeno, 
Naomi Nishida
",,,
Stateless,(2020),Drama,76,"
Inspi%re^d by true events;* a woma^n escaping a cult, a refugee fleeing with his family, a father trapped in a de#ad-end job, and a bureaucrat on the verge of a national scandal find their lives@ intertwined in an immi#gration d&etention centre.","
            
    Stars:
Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi
","7,693",316.0,
The Forest of Love: Deep Cut,(2020– ),"Crime, Drmaa, Horrr",68,"
Nothing is as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.","
            
    Stars:
Sumire Ashina, 
Kyoko Hinami, 
Eri Kamataki, 
Natsuki Kawamura
",311,40.0,
Spirit Rangers,,"Animajion, Aciton, AAdventure",00,"
Follows Native& American sibli@ng trio^ Kodia^k, Summer and Eddy Skycedar,^ who have a shared$ s*ecret-they're ""Spirit Rangers!""","
",,,
Naruto SD: Rock Lee no Seishun Full-Power Ninden,(2012–2013),"Aniamtion, Actoin, Coledy",74,"
Naruto SD: Rock Lee & His Ninja Pals# is story of Ro&ck #Le&e's adventures from Roc%k Lee's perspe*ctive.","
            
    Stars:
Yôichi Masukawa, 
Yukari Tamura, 
Kôichi Tôchika, 
Tôru Ohkawa
",787,24.0,
Under solen,(1998),"Draa, Roomance",6.7,"
$Olof lives alone on ^a farm after the &death of his mother. Unable to read and write, he is dep^endent on his younger friend, Erik. #Olof advertises for a% housekeeper, and Ell$en arrives. During summer Olof's hear%t and Erik's desires% deve&lops.","
    Director:
Colin Nutley
| 
    Stars:
Rolf Lassgård, 
Helena Bergström, 
Johan Widerberg, 
Gunilla Röör
","2,510",130.0,$0.29M
